accuracy,loss,val_accuracy,val_loss
0.09428571164608002,2.54966402053833,0.14018692076206207,2.269291639328003
0.12428571283817291,2.3980259895324707,0.14018692076206207,2.3054213523864746
0.14142857491970062,2.3217520713806152,0.10280373692512512,2.276897430419922
0.1128571406006813,2.333387851715088,0.1214953288435936,2.2756967544555664
0.14142857491970062,2.3107101917266846,0.2616822421550751,2.2342522144317627
0.1599999964237213,2.2690179347991943,0.22429905831813812,2.2329723834991455
0.167142853140831,2.2607643604278564,0.1962616890668869,2.214172840118408
0.18714286386966705,2.2276179790496826,0.20560747385025024,2.2150380611419678
0.1899999976158142,2.231651782989502,0.35514017939567566,2.167818784713745
0.19857142865657806,2.2120654582977295,0.28037384152412415,2.2010552883148193
0.2085714340209961,2.194287061691284,0.2616822421550751,2.179793119430542
0.238571435213089,2.1740777492523193,0.3457943797111511,2.1663269996643066
0.2314285784959793,2.1764280796051025,0.28037384152412415,2.1533515453338623
0.2914285659790039,2.153564929962158,0.28037384152412415,2.144683837890625
0.24571429193019867,2.1533098220825195,0.32710281014442444,2.1524498462677
0.2571428716182709,2.140653133392334,0.37383177876472473,2.1154673099517822
0.2857142984867096,2.133303165435791,0.35514017939567566,2.1343555450439453
0.29428571462631226,2.1125683784484863,0.40186914801597595,2.1057991981506348
0.30714285373687744,2.1031088829040527,0.420560747385025,2.105929136276245
0.29428571462631226,2.099989175796509,0.3177570104598999,2.1351375579833984
0.28857141733169556,2.1024692058563232,0.35514017939567566,2.085357904434204
0.30000001192092896,2.0975072383880615,0.4112149477005005,2.113370895385742
0.3328571319580078,2.072923183441162,0.3925233781337738,2.0729429721832275
0.3257142901420593,2.083096981048584,0.40186914801597595,2.064197063446045
0.3400000035762787,2.06095290184021,0.44859811663627625,2.051673650741577
