accuracy,loss,val_accuracy,val_loss
0.11999999731779099,2.450096368789673,0.18691588938236237,2.2595255374908447
0.17142857611179352,2.2521276473999023,0.30841121077537537,2.1733603477478027
0.19428572058677673,2.1675126552581787,0.42990654706954956,2.0823283195495605
0.24571429193019867,2.086026191711426,0.42990654706954956,1.9807885885238647
0.345714271068573,1.9956989288330078,0.42990654706954956,1.954826831817627
0.38428571820259094,1.9214485883712769,0.4579439163208008,1.9021481275558472
0.4328571557998657,1.8455467224121094,0.5046728849411011,1.8107038736343384
0.4342857003211975,1.8042011260986328,0.514018714427948,1.7205506563186646
0.4642857015132904,1.7542110681533813,0.6168224215507507,1.6454545259475708
0.4699999988079071,1.7212049961090088,0.4953271150588989,1.7602027654647827
0.5242857336997986,1.642764925956726,0.5700934529304504,1.5828478336334229
0.522857129573822,1.6227748394012451,0.5794392228126526,1.5240706205368042
0.5685714483261108,1.5523251295089722,0.5981308221817017,1.5369162559509277
0.5371428728103638,1.5383282899856567,0.5607476830482483,1.525644063949585
0.5785714387893677,1.512779712677002,0.5420560836791992,1.5484195947647095
0.5842857360839844,1.4671838283538818,0.5794392228126526,1.4678046703338623
0.5657142996788025,1.4508693218231201,0.5794392228126526,1.4006065130233765
0.5842857360839844,1.4209853410720825,0.6074766516685486,1.4084968566894531
0.604285717010498,1.3777776956558228,0.5700934529304504,1.4614685773849487
0.6228571534156799,1.35943603515625,0.5514018535614014,1.4555352926254272
0.5885714292526245,1.3427047729492188,0.5607476830482483,1.4446427822113037
0.6242856979370117,1.3376606702804565,0.672897219657898,1.3779397010803223
0.6428571343421936,1.293858528137207,0.6168224215507507,1.3881796598434448
0.6528571248054504,1.255574107170105,0.663551390171051,1.3457969427108765
0.654285728931427,1.2422329187393188,0.5981308221817017,1.3690192699432373
