accuracy,loss,val_accuracy,val_loss
0.21714285016059875,2.1686227321624756,0.4392523467540741,1.6765412092208862
0.47428572177886963,1.5223697423934937,0.5046728849411011,1.4040578603744507
0.5557143092155457,1.3073006868362427,0.644859790802002,1.2072257995605469
0.6328571438789368,1.1553846597671509,0.6542056202888489,1.105804204940796
0.6814285516738892,1.0369701385498047,0.644859790802002,1.0351334810256958
0.7114285826683044,0.9209477305412292,0.7009345889091492,0.9562900066375732
0.7371428608894348,0.8472611904144287,0.5794392228126526,1.0940021276474
0.7528571486473083,0.7781729698181152,0.6168224215507507,1.1349058151245117
0.7642857432365417,0.7627620100975037,0.7102803587913513,0.9687326550483704
0.8057143092155457,0.6732849478721619,0.6822429895401001,0.9015202522277832
0.8214285969734192,0.6340829133987427,0.663551390171051,0.9241151213645935
0.8171428442001343,0.6065605282783508,0.7009345889091492,0.9170182943344116
0.8442857265472412,0.5466173887252808,0.6542056202888489,1.0285942554473877
0.8528571724891663,0.5322868824005127,0.7102803587913513,0.884859025478363
0.8700000047683716,0.4935426414012909,0.7102803587913513,0.8317975401878357
0.8785714507102966,0.46808144450187683,0.7570093274116516,0.8366941809654236
0.8899999856948853,0.42948129773139954,0.7289719581604004,0.9469149112701416
0.9071428775787354,0.4034176170825958,0.7663551568984985,0.7469252943992615
0.9200000166893005,0.3656616508960724,0.7570093274116516,0.8298435807228088
0.9314285516738892,0.33869850635528564,0.6915887594223022,0.9370757937431335
0.9085714221000671,0.36139827966690063,0.6915887594223022,0.8244691491127014
0.9342857003211975,0.3382582664489746,0.7196261882781982,0.7894112467765808
0.9357143044471741,0.3239465653896332,0.6822429895401001,0.9170265793800354
0.9457142949104309,0.29031795263290405,0.7289719581604004,0.7659401297569275
0.954285740852356,0.2715925872325897,0.7476635575294495,0.7621572017669678
