accuracy,loss,val_accuracy,val_loss
0.19142857193946838,2.211562395095825,0.37383177876472473,1.8773818016052246
0.4099999964237213,1.779679298400879,0.5327102541923523,1.582729697227478
0.4628571569919586,1.5927284955978394,0.4953271150588989,1.5355052947998047
0.48428571224212646,1.4924626350402832,0.4953271150588989,1.4178531169891357
0.558571457862854,1.3593164682388306,0.4953271150588989,1.4125584363937378
0.5942857265472412,1.2618401050567627,0.5981308221817017,1.323500156402588
0.6228571534156799,1.198715329170227,0.644859790802002,1.1895467042922974
0.631428599357605,1.128961443901062,0.6355140209197998,1.1583218574523926
0.6671428680419922,1.102516531944275,0.6822429895401001,1.1451287269592285
0.6700000166893005,1.037485122680664,0.672897219657898,1.1191685199737549
0.6800000071525574,0.981878936290741,0.6355140209197998,1.0600333213806152
0.6942856907844543,0.9327062964439392,0.6355140209197998,1.0448356866836548
0.741428554058075,0.8740283846855164,0.6915887594223022,0.9529041051864624
0.7614285945892334,0.824973464012146,0.663551390171051,1.0128451585769653
0.741428554058075,0.8402882814407349,0.5700934529304504,1.2512505054473877
0.7714285850524902,0.7754567265510559,0.6355140209197998,1.1090227365493774
0.7542856931686401,0.7616437673568726,0.672897219657898,1.064441442489624
0.7928571701049805,0.6995295286178589,0.6915887594223022,1.0835278034210205
0.7971428632736206,0.6886666417121887,0.6074766516685486,1.022137999534607
0.8071428537368774,0.6736915111541748,0.7289719581604004,0.9796477556228638
0.831428587436676,0.6282749176025391,0.7289719581604004,0.8588374257087708
0.8142856955528259,0.6300471425056458,0.672897219657898,0.9465891122817993
0.8385714292526245,0.6008208394050598,0.7102803587913513,0.9368972182273865
0.8414285778999329,0.5745580792427063,0.663551390171051,1.0425209999084473
0.8371428847312927,0.5714194774627686,0.7476635575294495,0.8294305801391602
